episode,epsilon,reward,loss,steps,time
0,1.0,-20.0,2.377228737605037,261,2.5222396850585938
1,1.0,-21.0,0.465435946265643,203,1.0852701663970947
2,1.0,-21.0,0.3883900756991352,222,1.2072815895080566
3,1.0,-20.0,0.28267626791785005,211,1.1405458450317383
4,1.0,-21.0,1.2158273594686761,222,1.2044320106506348
5,1.0,-21.0,0.3953727623593295,191,1.0536396503448486
6,1.0,-21.0,0.24818785515526542,222,1.2346630096435547
7,1.0,-21.0,0.22016971781704342,221,1.2020776271820068
8,1.0,-20.0,0.30771049251779914,241,1.2999424934387207
9,1.0,-21.0,0.9402519757859409,221,1.1699891090393066
10,1.0,-21.0,0.40210797829786316,206,1.093587875366211
11,1.0,-20.0,0.3418614346010145,246,1.282564640045166
12,1.0,-20.0,0.27027782292861957,230,1.2004027366638184
13,1.0,-21.0,0.43184712822403526,191,0.9967114925384521
14,1.0,-21.0,0.8188224878103938,206,1.0723860263824463
15,1.0,-21.0,0.31569324058364145,206,1.0666937828063965
16,1.0,-21.0,0.28181139955995604,222,1.1561229228973389
17,1.0,-21.0,0.3032179167785216,237,1.230440378189087
18,1.0,-21.0,0.838215208001202,206,1.0764143466949463
19,1.0,-21.0,1.051539293548558,237,1.2426562309265137
20,1.0,-21.0,0.5991670008224901,236,1.2436282634735107
21,1.0,-21.0,0.3180983545316849,191,1.067251205444336
22,1.0,-21.0,0.28877968070446514,191,1.008540153503418
23,1.0,-20.0,1.3485880166699644,245,1.295525312423706
24,1.0,-21.0,0.7024682455230504,206,1.0879523754119873
25,1.0,-19.0,0.5852295421645977,250,1.2962055206298828
26,1.0,-21.0,0.4313161137397401,237,1.252894639968872
27,1.0,-21.0,1.0088954699021997,237,1.2582297325134277
28,1.0,-21.0,1.1155684579862282,222,1.1523401737213135
29,1.0,-21.0,0.593270976736676,191,0.9936723709106445
30,1.0,-19.0,0.6992578060016967,265,1.3833367824554443
31,1.0,-21.0,0.4278360878524836,237,1.267866611480713
32,1.0,-21.0,1.2737818731111474,206,1.1459815502166748
33,1.0,-20.0,0.8937009242363274,257,1.400590181350708
34,1.0,-21.0,0.480736426950898,222,1.2291443347930908
35,1.0,-21.0,0.39062915957765654,222,1.2347218990325928
36,1.0,-20.0,0.8046494291338604,227,1.2114810943603516
37,1.0,-21.0,1.0816515978076495,252,1.3646876811981201
38,1.0,-21.0,0.5845442847057711,237,1.2538607120513916
39,1.0,-21.0,0.4460963129531592,221,1.1707789897918701
40,1.0,-21.0,0.4469174000550993,236,1.2436621189117432
41,1.0,-21.0,1.0904026721254922,191,0.9894833564758301
42,1.0,-20.0,0.7180398881901056,211,1.0952329635620117
43,1.0,-21.0,0.44702133705141023,191,0.9950625896453857
44,1.0,-21.0,0.36452463432215154,191,1.0050487518310547
45,1.0,-20.0,0.42892820108681917,226,1.1855554580688477
46,1.0,-20.0,1.3353338646702468,234,1.2271242141723633
47,1.0,-21.0,0.5953070127870888,191,1.0047202110290527
48,1.0,-21.0,0.4667379762395285,207,1.1455581188201904
49,1.0,-21.0,0.4745884532458149,222,1.239436388015747
50,1.0,-21.0,0.3945294453878887,206,1.067049503326416
51,1.0,-21.0,1.2015877222875133,222,1.1597115993499756
52,1.0,-21.0,0.5426758274552412,206,1.0809590816497803
53,1.0,-21.0,0.49636290449416265,206,1.0820436477661133
54,1.0,-21.0,0.40532088436884806,206,1.078620433807373
55,1.0,-21.0,0.609872214437928,206,1.1068964004516602
56,1.0,-21.0,1.0895578819327056,237,1.255939245223999
57,1.0,-21.0,0.4483136183116585,191,1.0073513984680176
58,1.0,-21.0,0.35441946162609383,191,1.006014347076416
59,1.0,-21.0,0.5034926944063045,214,1.1351137161254883
60,1.0,-21.0,0.5355444306042045,191,1.0241289138793945
61,1.0,-21.0,0.9738941268296912,221,1.159170389175415
62,1.0,-21.0,0.5762398501392454,191,1.0132315158843994
63,1.0,-21.0,0.493816556641832,206,1.092527151107788
64,1.0,-20.0,0.5885048259806354,226,1.1790225505828857
65,1.0,-21.0,0.8120389165123925,207,1.0935161113739014
66,1.0,-21.0,1.024757124017924,226,1.2077946662902832
67,1.0,-21.0,0.5489689484820701,206,1.0870802402496338
68,1.0,-21.0,0.5589933230075985,237,1.241577386856079
69,1.0,-21.0,0.3919697983074002,207,1.0864737033843994
70,1.0,-21.0,1.1526471045799553,222,1.1706857681274414
71,1.0,-21.0,0.9516362655558623,229,1.223447561264038
72,1.0,-21.0,0.715858849522192,222,1.1801283359527588
73,1.0,-19.0,0.7311331037199125,254,1.3450829982757568
74,1.0,-21.0,0.9065382884000428,227,1.203932523727417
75,1.0,-21.0,1.3663522307761014,222,1.1882045269012451
76,1.0,-21.0,0.6632145803887397,207,1.101902723312378
77,1.0,-21.0,0.7159824710106477,222,1.2735748291015625
78,1.0,-21.0,0.7130547210981604,237,1.2864539623260498
79,1.0,-19.0,1.9834361417451873,284,1.500753402709961
80,1.0,-21.0,0.8784637274802662,191,1.0052123069763184
81,1.0,-21.0,0.6553930515656248,191,0.9968311786651611
82,1.0,-20.0,0.8568111741915345,261,1.3995437622070312
83,1.0,-21.0,0.5279998103505932,207,1.1289093494415283
84,1.0,-20.0,1.744815652957186,226,1.2556955814361572
85,1.0,-21.0,1.0864811767823994,214,1.1714730262756348
86,1.0,-21.0,0.8785426255781204,237,1.2566471099853516
87,1.0,-21.0,0.7273077609715983,221,1.1534337997436523
88,1.0,-20.0,1.5170991672202945,211,1.1555614471435547
89,1.0,-21.0,1.2032643224811181,221,1.2193167209625244
90,1.0,-20.0,1.024032497429289,230,1.280024528503418
91,1.0,-21.0,1.0058972918777727,227,1.2817130088806152
92,1.0,-21.0,0.6168538376805373,198,1.089460849761963
93,1.0,-21.0,2.100327505846508,252,1.403059959411621
94,1.0,-21.0,1.0853478736244142,222,1.225595235824585
95,1.0,-21.0,0.8705125164124183,206,1.0723257064819336
96,1.0,-21.0,0.7304923426127061,206,1.1058290004730225
97,1.0,-21.0,0.9312598877586424,214,1.1491565704345703
98,1.0,-21.0,1.4367719833971933,207,1.1166138648986816
99,1.0,-21.0,0.7936448082327843,207,1.1469991207122803
100,1.0,-21.0,0.9197602724307217,243,1.3495934009552002
101,1.0,-21.0,0.5711146579124033,198,1.1027181148529053
102,1.0,-21.0,0.9245946109294891,206,1.1474056243896484
103,1.0,-21.0,0.9682457587914541,191,1.0626847743988037
104,1.0,-20.0,0.954224793240428,256,1.5229337215423584
105,1.0,-21.0,0.6064486022805795,206,1.187875747680664
106,1.0,-20.0,0.8901783488690853,276,1.49271559715271
107,1.0,-21.0,1.4201296857208945,222,1.2167308330535889
108,1.0,-21.0,0.8594546767417341,222,1.2367470264434814
109,1.0,-21.0,0.6761738820932806,222,1.2529106140136719
110,1.0,-21.0,0.6030064217047766,206,1.1559662818908691
111,1.0,-21.0,0.6756005464703776,206,1.1509792804718018
112,1.0,-21.0,1.6314078934956342,237,1.2505218982696533
113,1.0,-21.0,0.7959574996493757,214,1.151498556137085
114,1.0,-21.0,0.8455550427897833,252,1.374117374420166
115,1.0,-21.0,0.553626257868018,221,1.249403476715088
116,1.0,-21.0,1.3851209203130566,237,1.3357758522033691
117,1.0,-20.0,1.000853154109791,245,1.3291029930114746
118,1.0,-21.0,0.5582919357693754,191,1.0056753158569336
119,1.0,-20.0,0.8182927980669774,273,1.459691047668457
120,1.0,-21.0,0.9066411016392522,222,1.1798453330993652
121,1.0,-21.0,1.0200263386359438,214,1.1496694087982178
122,1.0,-21.0,0.8230128618888557,237,1.2593352794647217
123,1.0,-21.0,0.6410231839981861,237,1.2607135772705078
124,1.0,-21.0,0.4114230405539274,191,1.020066499710083
125,1.0,-21.0,1.2939499587519094,199,1.0662603378295898
126,1.0,-21.0,1.0873171932762489,253,1.3561756610870361
127,1.0,-21.0,0.6929229249653872,237,1.2615776062011719
128,1.0,-21.0,0.4042245147866197,191,1.0252685546875
129,1.0,-21.0,0.536652535200119,221,1.2222130298614502
130,1.0,-21.0,1.212450529448688,222,1.2743887901306152
131,1.0,-21.0,0.7068220866494812,207,1.2569804191589355
132,1.0,-21.0,0.6970987194217741,207,1.1535108089447021
133,1.0,-21.0,0.43613420697511174,198,1.0969617366790771
134,1.0,-20.0,0.9998063832463231,249,1.3756217956542969
135,1.0,-21.0,0.9638541444437578,222,1.235037088394165
136,1.0,-21.0,0.6028834850294515,191,1.0926876068115234
137,1.0,-20.0,0.7233959566801786,275,1.5496635437011719
138,1.0,-21.0,0.4330858598987106,207,1.1491761207580566
139,1.0,-21.0,1.1265052287781145,222,1.249675989151001
140,1.0,-20.0,0.940952540608123,261,1.4433691501617432
141,1.0,-20.0,0.6780057662399486,230,1.2477853298187256
142,1.0,-20.0,0.4948094676947221,241,1.260164499282837
143,1.0,-20.0,1.00793804298155,241,1.2690186500549316
144,1.0,-21.0,0.9306114619830623,221,1.1723453998565674
145,1.0,-21.0,0.48442308587254956,206,1.0828840732574463
146,1.0,-21.0,0.5036985006881878,191,1.007312297821045
147,1.0,-20.0,0.470047761045862,226,1.1786506175994873
148,1.0,-21.0,1.1181545373401605,237,1.2644798755645752
149,1.0,-21.0,0.7554189224611036,207,1.0983896255493164
150,1.0,-21.0,0.5477797127678059,207,1.093829870223999
151,1.0,-21.0,0.4639869497914333,191,1.014538288116455
152,1.0,-21.0,0.42414925669436343,207,1.0925190448760986
153,1.0,-21.0,1.1781288797501475,229,1.1921370029449463
154,1.0,-21.0,0.6460005740518682,191,0.9870433807373047
155,1.0,-21.0,0.5979753225110471,222,1.151186227798462
156,1.0,-20.0,0.7295881760655902,269,1.397061824798584
157,1.0,-21.0,0.9236039937241003,237,1.2314469814300537
158,1.0,-20.0,1.234205333108548,275,1.575141191482544
159,1.0,-20.0,0.8075169129879214,246,1.2832624912261963
160,1.0,-21.0,0.7349100194987841,268,1.4289000034332275
161,1.0,-20.0,0.9687287050182931,230,1.225888729095459
162,1.0,-21.0,0.9147450192831457,207,1.1200459003448486
163,1.0,-21.0,0.5652126571221743,191,1.0253174304962158
